DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Vict Descent Full,Vict Age Group,Time_Formatted,Hour,Time_Category,Date_Rptd,DATE_OCC,Year,Month,DayOfWeek,Reporting_Delay,Delay_Category,zip_code
222107566,04/02/2022 12:00:00 AM,01/01/2021 12:00:00 AM,1200,21,Topanga,2126,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0360 1258 0522 0913,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",812,815.0,,,Hispanic,Children (0-12),12:00,12,Afternoon (12-18),2022-04-02,2021-01-01,2021,Jan,Fri,456,Over 1 year,91304.0
210115590,08/22/2021 12:00:00 AM,08/22/2021 12:00:00 AM,400,1,Central,154,1,820,ORAL COPULATION,1218 2004 1206,40,F,H,102,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,820,,,,Hispanic,Adults (25-49),4:00,4,Night (0-6),2021-08-22,2021-08-22,2021,Aug,Sun,0,0-1 days,90013.0
210604888,01/23/2021 12:00:00 AM,01/22/2021 12:00:00 AM,2200,6,Hollywood,667,2,860,BATTERY WITH SEXUAL CONTACT,0400 0416 0419 0446 0913,57,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",624,860.0,,,White,Older Adults (50+),22:00,22,Evening (18-24),2021-01-23,2021-01-22,2021,Jan,Fri,1,0-1 days,90038.0
210705073,01/29/2021 12:00:00 AM,01/28/2021 12:00:00 AM,2200,7,Wilshire,734,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2000 0413 0500 0541 0913 1813 0400,28,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",507.0,LIQUOR/DRUGS,815,,,,White,Adults (25-49),22:00,22,Evening (18-24),2021-01-29,2021-01-28,2021,Jan,Thu,1,0-1 days,90036.0
220716593,11/14/2022 12:00:00 AM,09/04/2021 12:00:00 AM,1245,7,Wilshire,742,2,860,BATTERY WITH SEXUAL CONTACT,0913 0522,25,F,A,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Asian,Adults (25-49),12:45,12,Afternoon (12-18),2022-11-14,2021-09-04,2021,Sep,Sat,436,Over 1 year,90048.0
212007379,03/28/2021 12:00:00 AM,03/28/2021 12:00:00 AM,600,20,Olympic,2049,1,121,"RAPE, FORCIBLE",1218 1206 0342 1822 0344 0527 0515 0202,49,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,White,Adults (25-49),6:00,6,Morning (6-12),2021-03-28,2021-03-28,2021,Mar,Sun,0,0-1 days,90006.0
211306682,03/01/2021 12:00:00 AM,03/01/2021 12:00:00 AM,900,13,Newton,1325,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0360 0515 0540 1415 1261 0913 0602,25,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,998.0,,,Black,Adults (25-49),9:00,9,Morning (6-12),2021-03-01,2021-03-01,2021,Mar,Mon,0,0-1 days,90011.0
210618862,11/09/2021 12:00:00 AM,11/03/2021 12:00:00 AM,1500,6,Hollywood,625,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0400 0500 0515 0551 1804 1501 1817,28,F,W,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,White,Adults (25-49),15:00,15,Afternoon (12-18),2021-11-09,2021-11-03,2021,Nov,Wed,6,1-7 days,90068.0
241805410,01/29/2024 12:00:00 AM,01/01/2021 12:00:00 AM,1,18,Southeast,1824,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,0913 0554 0527 0522 0510 0537 0432 1258 2024 1259,11,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",760,,,,Hispanic,Children (0-12),0:01,0,Night (0-6),2024-01-29,2021-01-01,2021,Jan,Fri,1123,Over 1 year,90002.0
211609956,07/26/2021 12:00:00 AM,07/24/2021 12:00:00 AM,1000,16,Foothill,1656,2,860,BATTERY WITH SEXUAL CONTACT,0551 0552 0913 2000 1814,19,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Young Adults (18-24),10:00,10,Morning (6-12),2021-07-26,2021-07-24,2021,Jul,Sat,2,1-7 days,91040.0
211511951,07/17/2021 12:00:00 AM,07/17/2021 12:00:00 AM,100,15,N Hollywood,1548,1,121,"RAPE, FORCIBLE",2004 0446 0419 2000 0400 0507 0527 1814 1402 0432,19,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Young Adults (18-24),1:00,1,Night (0-6),2021-07-17,2021-07-17,2021,Jul,Sat,0,0-1 days,91601.0
211200666,06/11/2021 12:00:00 AM,06/11/2021 12:00:00 AM,2130,12,77th Street,1249,1,121,"RAPE, FORCIBLE",1402 1415 0536 0527 0448 1822 1309,50,F,B,505,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Older Adults (50+),21:30,21,Evening (18-24),2021-06-11,2021-06-11,2021,Jun,Fri,0,0-1 days,90003.0
210514254,09/29/2021 12:00:00 AM,09/26/2021 12:00:00 AM,300,5,Harbor,529,2,860,BATTERY WITH SEXUAL CONTACT,0913 2034 0512 1820,31,F,H,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),3:00,3,Night (0-6),2021-09-29,2021-09-26,2021,Sep,Sun,3,1-7 days,90744.0
211414787,07/10/2021 12:00:00 AM,06/18/2021 12:00:00 AM,2355,14,Pacific,1431,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0400 0448 0500 0507 1218 0545 0519 0531 0563 1822,37,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,,,,White,Adults (25-49),23:55,23,Evening (18-24),2021-07-10,2021-06-18,2021,Jun,Fri,22,8-30 days,90291.0
210614802,08/24/2021 12:00:00 AM,08/23/2021 12:00:00 AM,2100,6,Hollywood,647,1,121,"RAPE, FORCIBLE",1206 1234 1822 0400 0500 0449 0527 0342 0536 0537,24,F,B,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Young Adults (18-24),21:00,21,Evening (18-24),2021-08-24,2021-08-23,2021,Aug,Mon,1,0-1 days,90028.0
211400998,10/09/2021 12:00:00 AM,10/08/2021 12:00:00 AM,1815,14,Pacific,1472,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0500 1402 1817,22,F,W,710,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,998.0,,,White,Young Adults (18-24),18:15,18,Evening (18-24),2021-10-09,2021-10-08,2021,Oct,Fri,1,0-1 days,90293.0
211807106,03/03/2021 12:00:00 AM,03/03/2021 12:00:00 AM,2020,18,Southeast,1822,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1822 0500 1402 1259 0943,14,F,B,101,STREET,,,822,998.0,,,Black,Adolescents (13-17),20:20,20,Evening (18-24),2021-03-03,2021-03-03,2021,Mar,Wed,0,0-1 days,90044.0
211423488,12/26/2021 12:00:00 AM,12/26/2021 12:00:00 AM,2130,14,Pacific,1488,2,860,BATTERY WITH SEXUAL CONTACT,522,18,F,A,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Asian,Young Adults (18-24),21:30,21,Evening (18-24),2021-12-26,2021-12-26,2021,Dec,Sun,0,0-1 days,90045.0
211211643,05/05/2021 12:00:00 AM,05/01/2021 12:00:00 AM,300,12,77th Street,1263,1,121,"RAPE, FORCIBLE",0913 1820 2034 1300 0527 0537 0500 1262 2021,58,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Older Adults (50+),3:00,3,Night (0-6),2021-05-05,2021-05-01,2021,May,Sat,4,1-7 days,90047.0
210210900,06/20/2021 12:00:00 AM,06/20/2021 12:00:00 AM,1845,2,Rampart,212,2,860,BATTERY WITH SEXUAL CONTACT,0522 1218 1822,26,F,W,301,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Adults (25-49),18:45,18,Evening (18-24),2021-06-20,2021-06-20,2021,Jun,Sun,0,0-1 days,90004.0
210513162,08/30/2021 12:00:00 AM,08/30/2021 12:00:00 AM,300,5,Harbor,525,2,860,BATTERY WITH SEXUAL CONTACT,0360 0510 1259 1251 0913 0522 0551,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adolescents (13-17),3:00,3,Night (0-6),2021-08-30,2021-08-30,2021,Aug,Mon,0,0-1 days,90744.0
211610195,08/03/2021 12:00:00 AM,08/02/2021 12:00:00 AM,1030,16,Foothill,1602,2,860,BATTERY WITH SEXUAL CONTACT,522,53,F,H,504,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Older Adults (50+),10:30,10,Morning (6-12),2021-08-03,2021-08-02,2021,Aug,Mon,1,0-1 days,91331.0
211012703,09/25/2021 12:00:00 AM,09/24/2021 12:00:00 AM,1230,10,West Valley,1039,2,860,BATTERY WITH SEXUAL CONTACT,0400 0551 0913 0500 1259 1237,17,M,H,218,BEAUTY/BARBER SHOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adolescents (13-17),12:30,12,Afternoon (12-18),2021-09-25,2021-09-24,2021,Sep,Fri,1,0-1 days,91406.0
210616660,09/30/2021 12:00:00 AM,09/27/2021 12:00:00 AM,1100,6,Hollywood,643,2,860,BATTERY WITH SEXUAL CONTACT,0913 0372 0911,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,860,,,,White,Adults (25-49),11:00,11,Morning (6-12),2021-09-30,2021-09-27,2021,Sep,Mon,3,1-7 days,90046.0
220504192,01/05/2022 12:00:00 AM,10/01/2021 12:00:00 AM,1,5,Harbor,566,1,121,"RAPE, FORCIBLE",0913 0552 0503 0507 0512 0515 0530 0536 0537 1259,17,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,812.0,,,Hispanic,Adolescents (13-17),0:01,0,Night (0-6),2022-01-05,2021-10-01,2021,Oct,Fri,96,1-12 months,90731.0
211107067,03/30/2021 12:00:00 AM,01/26/2021 12:00:00 AM,1300,11,Northeast,1163,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0106 2021 0500 0515 0522 0913 0400 1817 0551 0543,35,F,O,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,Other,Adults (25-49),13:00,13,Afternoon (12-18),2021-03-30,2021-01-26,2021,Jan,Tue,63,1-12 months,90029.0
210813320,08/26/2021 12:00:00 AM,08/26/2021 12:00:00 AM,630,8,West LA,859,1,820,ORAL COPULATION,1802 0537 0512 0416 0401 0445 0446 0444 0913 0545,21,M,W,710,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,,,,White,Young Adults (18-24),6:30,6,Morning (6-12),2021-08-26,2021-08-26,2021,Aug,Thu,0,0-1 days,90035.0
210413839,10/05/2021 12:00:00 AM,04/01/2021 12:00:00 AM,1,4,Hollenbeck,451,2,860,BATTERY WITH SEXUAL CONTACT,,17,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adolescents (13-17),0:01,0,Night (0-6),2021-10-05,2021-04-01,2021,Apr,Thu,187,1-12 months,90033.0
210800861,07/24/2021 12:00:00 AM,07/24/2021 12:00:00 AM,2040,8,West LA,842,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0500 1206 1402 0515 0532 1822,57,F,W,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,998.0,,,White,Older Adults (50+),20:40,20,Evening (18-24),2021-07-24,2021-07-24,2021,Jul,Sat,0,0-1 days,90025.0
210910900,06/25/2021 12:00:00 AM,06/25/2021 12:00:00 AM,5,9,Van Nuys,914,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,0943 1212,0,F,W,101,STREET,,,822,998.0,,,White,Children (0-12),0:05,0,Night (0-6),2021-06-25,2021-06-25,2021,Jun,Fri,0,0-1 days,91405.0
210309310,04/24/2021 12:00:00 AM,02/14/2021 12:00:00 AM,830,3,Southwest,308,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0913 1251 0202 0510 0522 0515 0507 0532 1817,19,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,White,Young Adults (18-24),8:30,8,Morning (6-12),2021-04-24,2021-02-14,2021,Feb,Sun,69,1-12 months,90007.0
211318860,11/13/2021 12:00:00 AM,10/16/2021 12:00:00 AM,500,13,Newton,1375,1,121,"RAPE, FORCIBLE",1822 0527 1259,15,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,812.0,,,Hispanic,Adolescents (13-17),5:00,5,Night (0-6),2021-11-13,2021-10-16,2021,Oct,Sat,28,8-30 days,90011.0
221307444,03/05/2022 12:00:00 AM,07/01/2021 12:00:00 AM,1200,13,Newton,1362,1,121,"RAPE, FORCIBLE",0532 0536 0432 0602 0913 0527 1258,6,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,812.0,,,Hispanic,Children (0-12),12:00,12,Afternoon (12-18),2022-03-05,2021-07-01,2021,Jul,Thu,247,1-12 months,90011.0
210306642,02/25/2021 12:00:00 AM,02/25/2021 12:00:00 AM,1930,3,Southwest,363,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0432 0913 1309 1415 1402 1409 1218 0522 0515,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,Black,Adults (25-49),19:30,19,Evening (18-24),2021-02-25,2021-02-25,2021,Feb,Thu,0,0-1 days,90008.0
210713229,09/17/2021 12:00:00 AM,09/17/2021 12:00:00 AM,300,7,Wilshire,737,1,121,"RAPE, FORCIBLE",0400 0500 0527 0913 1501 1402 1206,21,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,White,Young Adults (18-24),3:00,3,Night (0-6),2021-09-17,2021-09-17,2021,Sep,Fri,0,0-1 days,90036.0
210513973,09/21/2021 12:00:00 AM,09/21/2021 12:00:00 AM,2120,5,Harbor,503,2,860,BATTERY WITH SEXUAL CONTACT,2021 0913 0510 0558 0522,18,F,H,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Young Adults (18-24),21:20,21,Evening (18-24),2021-09-21,2021-09-21,2021,Sep,Tue,0,0-1 days,90710.0
211609477,07/09/2021 12:00:00 AM,07/09/2021 12:00:00 AM,1230,16,Foothill,1602,2,860,BATTERY WITH SEXUAL CONTACT,522,28,F,W,701,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Adults (25-49),12:30,12,Afternoon (12-18),2021-07-09,2021-07-09,2021,Jul,Fri,0,0-1 days,91331.0
212017478,11/18/2021 12:00:00 AM,06/01/2021 12:00:00 AM,1300,20,Olympic,2056,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 0527 0533 1258,13,F,H,109,PARK/PLAYGROUND,,,810,,,,Hispanic,Adolescents (13-17),13:00,13,Afternoon (12-18),2021-11-18,2021-06-01,2021,Jun,Tue,170,1-12 months,90006.0
210909879,05/28/2021 12:00:00 AM,05/27/2021 12:00:00 AM,1630,9,Van Nuys,971,2,860,BATTERY WITH SEXUAL CONTACT,0913 0444,58,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Older Adults (50+),16:30,16,Afternoon (12-18),2021-05-28,2021-05-27,2021,May,Thu,1,0-1 days,91403.0
210815727,10/27/2021 12:00:00 AM,10/27/2021 12:00:00 AM,1835,8,West LA,851,2,860,BATTERY WITH SEXUAL CONTACT,0500 0522 0448,38,F,O,718,MASSAGE PARLOR,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Other,Adults (25-49),18:35,18,Evening (18-24),2021-10-27,2021-10-27,2021,Oct,Wed,0,0-1 days,90025.0
210122661,12/22/2021 12:00:00 AM,12/18/2021 12:00:00 AM,200,1,Central,111,1,121,"RAPE, FORCIBLE",1402 1218 2060 0500 1817,48,F,W,158,TRANSIENT ENCAMPMENT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,White,Adults (25-49),2:00,2,Night (0-6),2021-12-22,2021-12-18,2021,Dec,Sat,4,1-7 days,90012.0
212007973,04/11/2021 12:00:00 AM,04/11/2021 12:00:00 AM,1630,20,Olympic,2027,2,860,BATTERY WITH SEXUAL CONTACT,1234 1206 1822 0522,48,F,A,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Asian,Adults (25-49),16:30,16,Afternoon (12-18),2021-04-11,2021-04-11,2021,Apr,Sun,0,0-1 days,90020.0
211708845,05/27/2021 12:00:00 AM,05/27/2021 12:00:00 AM,630,17,Devonshire,1787,2,860,BATTERY WITH SEXUAL CONTACT,0500 1309 1310 0444 0551 0522 0913 1820 0448,37,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),6:30,6,Morning (6-12),2021-05-27,2021-05-27,2021,May,Thu,0,0-1 days,91325.0
210713468,09/23/2021 12:00:00 AM,09/23/2021 12:00:00 AM,1845,7,Wilshire,701,2,860,BATTERY WITH SEXUAL CONTACT,1309 0400 0522,32,F,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Adults (25-49),18:45,18,Evening (18-24),2021-09-23,2021-09-23,2021,Sep,Thu,0,0-1 days,90048.0
212116542,11/16/2021 12:00:00 AM,11/13/2021 12:00:00 AM,1220,21,Topanga,2137,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0913 0556 0522 1259,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,Hispanic,Adolescents (13-17),12:20,12,Afternoon (12-18),2021-11-16,2021-11-13,2021,Nov,Sat,3,1-7 days,91306.0
231016507,11/28/2023 12:00:00 AM,06/01/2021 12:00:00 AM,2000,10,West Valley,1023,1,121,"RAPE, FORCIBLE",1822 0400 0500 0537 0516,24,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,White,Young Adults (18-24),20:00,20,Evening (18-24),2023-11-28,2021-06-01,2021,Jun,Tue,910,Over 1 year,91335.0
210200774,06/20/2021 12:00:00 AM,06/17/2021 12:00:00 AM,1500,2,Rampart,246,1,121,"RAPE, FORCIBLE",0342 1251 1259 1309 0522 0527 1415 1409 1802 0913,17,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adolescents (13-17),15:00,15,Afternoon (12-18),2021-06-20,2021-06-17,2021,Jun,Thu,3,1-7 days,90057.0
210214948,09/20/2021 12:00:00 AM,09/20/2021 12:00:00 AM,2000,2,Rampart,245,2,860,BATTERY WITH SEXUAL CONTACT,1822 2004 0448 0522 1239,28,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),20:00,20,Evening (18-24),2021-09-20,2021-09-20,2021,Sep,Mon,0,0-1 days,90057.0
211404501,01/11/2021 12:00:00 AM,01/11/2021 12:00:00 AM,2300,14,Pacific,1454,2,860,BATTERY WITH SEXUAL CONTACT,503,80,F,B,701,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Older Adults (50+),23:00,23,Evening (18-24),2021-01-11,2021-01-11,2021,Jan,Mon,0,0-1 days,90292.0
220716592,11/14/2022 12:00:00 AM,09/04/2021 12:00:00 AM,1245,7,Wilshire,742,2,860,BATTERY WITH SEXUAL CONTACT,0913 0522,27,F,A,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Asian,Adults (25-49),12:45,12,Afternoon (12-18),2022-11-14,2021-09-04,2021,Sep,Sat,436,Over 1 year,90048.0
210120905,11/22/2021 12:00:00 AM,11/22/2021 12:00:00 AM,400,1,Central,182,1,121,"RAPE, FORCIBLE",0400 0500 1402 1206 0913 0907 1817,20,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,White,Young Adults (18-24),4:00,4,Night (0-6),2021-11-22,2021-11-22,2021,Nov,Mon,0,0-1 days,90015.0
221707548,04/08/2022 12:00:00 AM,08/01/2021 12:00:00 AM,2100,17,Devonshire,1745,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0400 1814 0527 1259 0533 0913 2000 0500,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,810,,,,Hispanic,Adolescents (13-17),21:00,21,Evening (18-24),2022-04-08,2021-08-01,2021,Aug,Sun,250,1-12 months,91344.0
210312369,06/29/2021 12:00:00 AM,06/29/2021 12:00:00 AM,1200,3,Southwest,301,1,121,"RAPE, FORCIBLE",2000 1813 0913 1821 1241 1415 2004 1218 1309 0500,46,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,White,Adults (25-49),12:00,12,Afternoon (12-18),2021-06-29,2021-06-29,2021,Jun,Tue,0,0-1 days,90016.0
211600601,03/22/2021 12:00:00 AM,03/17/2021 12:00:00 AM,100,16,Foothill,1687,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1810 0913 0519 2034 1415,37,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,998.0,,,Hispanic,Adults (25-49),1:00,1,Night (0-6),2021-03-22,2021-03-17,2021,Mar,Wed,5,1-7 days,91352.0
211015697,12/15/2021 12:00:00 AM,06/16/2021 12:00:00 AM,1200,10,West Valley,1035,1,122,"RAPE, ATTEMPTED",0913 0500 0522 0444 0503 0361,59,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",122,,,,Hispanic,Older Adults (50+),12:00,12,Afternoon (12-18),2021-12-15,2021-06-16,2021,Jun,Wed,182,1-12 months,91335.0
211421555,11/16/2021 12:00:00 AM,11/02/2021 12:00:00 AM,1100,14,Pacific,1428,2,860,BATTERY WITH SEXUAL CONTACT,0913 0400 0500 0522,12,F,B,720,JUNIOR HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Children (0-12),11:00,11,Morning (6-12),2021-11-16,2021-11-02,2021,Nov,Tue,14,8-30 days,90034.0
212013412,08/24/2021 12:00:00 AM,08/21/2021 12:00:00 AM,2000,20,Olympic,2049,2,860,BATTERY WITH SEXUAL CONTACT,529,33,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),20:00,20,Evening (18-24),2021-08-24,2021-08-21,2021,Aug,Sat,3,1-7 days,90005.0
210218204,10/27/2021 12:00:00 AM,05/22/2021 12:00:00 AM,227,2,Rampart,239,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2014 2034 0515 0522 1822,18,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,Hispanic,Young Adults (18-24),2:27,2,Night (0-6),2021-10-27,2021-05-22,2021,May,Sat,158,1-12 months,90012.0
210607403,03/23/2021 12:00:00 AM,03/22/2021 12:00:00 AM,800,6,Hollywood,663,1,121,"RAPE, FORCIBLE",1402 1300 1309 0526 1822 1310 0527 1262 1206 1823,18,F,B,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Black,Young Adults (18-24),8:00,8,Morning (6-12),2021-03-23,2021-03-22,2021,Mar,Mon,1,0-1 days,90038.0
221322324,12/12/2022 12:00:00 AM,12/12/2021 12:00:00 AM,1600,13,Newton,1333,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0527 1814,14,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,,,,Hispanic,Adolescents (13-17),16:00,16,Afternoon (12-18),2022-12-12,2021-12-12,2021,Dec,Sun,365,1-12 months,90011.0
210814124,09/13/2021 12:00:00 AM,09/04/2021 12:00:00 AM,2130,8,West LA,805,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 1822 0527 1259 0913 1817,14,F,W,501,SINGLE FAMILY DWELLING,,,810,,,,White,Adolescents (13-17),21:30,21,Evening (18-24),2021-09-13,2021-09-04,2021,Sep,Sat,9,8-30 days,90077.0
